,Movie Name,Year of Release,mes_sin,mes_cos,Run Time in minutes,budget_x,orig_lang,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,receita_corrigida,log_receita,lucro,categoria_lucro
3089,Pete's Dragon,2016,0.8660254037844387,-0.4999999999999998,102,10000000.0, English,6.671604938271606,6.7,6.7,6.7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,205323598.93129772,19.140097823903776,197690011.1450382,Lucro alto
3090,Turbo Kid,2015,-0.8660254037844386,0.5000000000000001,93,60000.0, English,6.584722222222222,6.7,6.7,6.7,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-inf,-41379.31034482759,Prejuízo
3093,Seeking a Friend for the End of the World,2012,-0.8660254037844385,-0.5000000000000004,101,10000000.0, English,6.58294532627866,6.5,6.7,6.5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6501082.320441988,15.687479231841703,976220.4419889502,Lucro baixo
3094,The Way Back,2020,1.0,6.123233995736766e-17,108,23000000.0, English,6.77677368927369,0.0,6.925,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13360925.688073393,16.407845011701916,-7739991.743119266,Prejuízo
3095,The Way Back,2020,0.8660254037844387,-0.4999999999999998,108,23000000.0, English,6.913314536340852,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13360925.688073393,16.407845011701916,-7739991.743119266,Prejuízo
3098,A Dog's Way Home,2019,0.8660254037844386,0.5000000000000001,96,18000000.0, English,6.471225071225071,6.7,6.607692307692307,6.7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15477067.543859651,16.554869973029565,-312406.1403508772,Prejuízo
3101,The Valet,2022,0.49999999999999994,-0.8660254037844387,124,105800000.0, English,6.501574074074075,6.7,6.7,6.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,709614015.7446809,20.38023174037772,597060824.2553191,Lucro alto
3102,The Valet,2022,-2.4492935982947064e-16,1.0,124,28698700.6, French,6.70037037037037,6.7,6.7,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31198795.74468085,17.255890054107894,668263.1914893602,Lucro baixo
3104,Machine Gun Preacher,2011,-0.5000000000000004,0.8660254037844384,129,30000000.0, English,6.698611111111112,7.1,6.7,7.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1938535.4166666667,14.477443306066366,-13686464.583333334,Prejuízo
3114,A Christmas Story Christmas,2022,-0.5000000000000004,0.8660254037844384,98,56700000.0, English,6.702777777777778,6.85,6.7,6.85,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,427476482.9787234,19.873409834251866,367157334.0425532,Lucro alto
3118,Hysteria,2011,1.2246467991473532e-16,-1.0,100,14568000.0, English,6.7464814814814815,6.15,6.7,6.15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4950072.395833334,15.414912759858797,-2637427.604166667,Prejuízo
3119,Blade of the Immortal,2017,1.2246467991473532e-16,-1.0,140,63460000.0, Japanese,6.666666666666668,7.1,6.7,7.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122383.73983739837,11.714916795770055,-51471112.19512195,Prejuízo
3122,Missing Link,2019,0.8660254037844387,-0.4999999999999998,93,100000000.0, English,6.702003367003368,6.7,6.7,6.7,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,23303254.385964915,16.96410358199991,-64416043.85964913,Prejuízo
3123,Zulu,2013,-0.8660254037844385,-0.5000000000000004,110,16000000.0, English,6.646296296296296,6.7,6.7,6.7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1078495.9064327485,13.891077949192415,-8278229.239766082,Prejuízo
3124,A Boy Called Christmas,2021,-0.5000000000000004,0.8660254037844384,106,129600000.0, English,6.579983164983165,5.26,6.7,5.26,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,582324380.4,20.18253820507048,452724380.4,Lucro alto
3125,A Whisker Away,2020,1.2246467991473532e-16,-1.0,104,128600000.0, Japanese,6.790277777777778,6.7,6.7,6.7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,429843680.9174312,19.878932167807672,311862029.5412844,Lucro alto
3131,A Monster in Paris,2011,-0.8660254037844386,0.5000000000000001,90,25000000.0, French,6.800000000000001,6.7,6.7,6.7,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,13860234.375,16.444534461756216,839401.0416666667,Lucro baixo
3136,Kingsglaive: Final Fantasy XV,2016,-0.8660254037844385,-0.5000000000000004,110,52620000.0, Japanese,6.669444444444445,6.7,6.7,6.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,206091.6030534351,12.236076023949758,-39961847.32824428,Prejuízo
3139,The Photographer of Mauthausen,2018,-0.8660254037844386,0.5000000000000001,110,103171600.0," Spanish, Castilian",6.747058823529412,6.7,6.7,6.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,544716530.2521008,20.115776089336244,458017706.7226891,Lucro alto
3140,Batman: Gotham by Gaslight,2018,0.49999999999999994,0.8660254037844387,78,1000000.0, English,6.721296296296297,6.425000000000001,6.7,6.425000000000001,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2915252.941176471,14.885467146275465,2074916.8067226892,Lucro baixo
3141,Asterix: The Secret of the Magic Potion,2018,-2.4492935982947064e-16,1.0,87,54700000.0, French,6.7,6.7,6.7,6.7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,39789077.31092437,17.499102993165266,-6177309.243697479,Prejuízo
3144,Reign of the Supermen,2019,0.49999999999999994,0.8660254037844387,87,100000000.0, English,6.513425925925926,6.425000000000001,6.7,6.425000000000001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,504878082.63157904,20.03982753756148,417158784.385965,Lucro alto
3145,Samba,2014,0.8660254037844387,-0.4999999999999998,118,20000000.0, French,6.750175438596491,7.6,6.7,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94118.01242236025,11.452304725133835,-12328242.236024844,Prejuízo
3146,Restless,2011,0.8660254037844386,0.5000000000000001,91,8000000.0, French,6.600185185185186,6.7,6.7,6.7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1444016.1458333335,14.182938779697421,-2722650.5208333335,Prejuízo
3147,X,2022,1.0,6.123233995736766e-17,105,1000000.0, English,6.549603174603174,6.359999999999999,6.6,6.359999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16077771.276595745,16.592948209907163,15013941.489361703,Lucro médio
3148,X,2022,-0.5000000000000004,0.8660254037844384,105,1000000.0, English,6.572222222222222,6.359999999999999,6.6,6.359999999999999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16077771.276595745,16.592948209907163,15013941.489361703,Lucro médio
3149,Asteroid City,2023,1.2246467991473532e-16,-1.0,105,205000000.0, English,6.638205128205129,7.4799999999999995,6.6,7.4799999999999995,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,198177625.55555555,19.10467428527164,-29600152.22222222,Prejuízo
3150,Evil Dead Rise,2023,0.8660254037844387,-0.4999999999999998,96,132500000.0, English,6.475993265993265,6.1,6.6,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,521393840.2222222,20.072016245474103,374171618.0,Lucro alto
3151,The Expendables 2,2012,-0.8660254037844385,-0.5000000000000004,103,100000000.0, English,6.3126102292768955,6.05,6.366666666666667,6.05,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,172364229.83425415,18.965120411106163,117115611.04972376,Lucro alto
3154,To Catch a Killer,2023,0.8660254037844387,-0.4999999999999998,119,231940000.0, English,6.6083333333333325,7.35,6.6,7.35,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,194744443.11111113,19.087198708860605,-62966667.999999985,Prejuízo
3155,Life,2017,1.0,6.123233995736766e-17,104,75000000.0, English,6.628213268213268,6.433333333333334,6.6,6.433333333333334,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,59773647.967479676,17.90607545235741,-1201961.7886178861,Prejuízo
3156,Life,2017,1.0,6.123233995736766e-17,104,58000000.0, English,6.628213268213268,6.433333333333334,6.6,6.433333333333334,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,82776959.34959349,18.231660311906847,35622487.80487805,Lucro médio
3157,Life,2017,-0.8660254037844385,-0.5000000000000004,104,75000000.0, English,6.544473684210525,6.433333333333334,6.6,6.433333333333334,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,59773647.967479676,17.90607545235741,-1201961.7886178861,Prejuízo
3158,Life,2017,-0.8660254037844385,-0.5000000000000004,104,58000000.0, English,6.544473684210525,6.433333333333334,6.6,6.433333333333334,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82776959.34959349,18.231660311906847,35622487.80487805,Lucro médio
3159,Life,2017,0.8660254037844387,-0.4999999999999998,104,75000000.0, Turkish,6.6000000000000005,6.433333333333334,6.6,6.433333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59773647.967479676,17.90607545235741,-1201961.7886178861,Prejuízo
3160,Life,2017,0.8660254037844387,-0.4999999999999998,104,58000000.0, Turkish,6.6000000000000005,6.433333333333334,6.6,6.433333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82776959.34959349,18.231660311906847,35622487.80487805,Lucro médio
3163,The Pale Blue Eye,2022,-2.4492935982947064e-16,1.0,128,72000000.0, English,6.695324074074074,6.659999999999999,6.6,6.659999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,228599408.29787236,19.24748172094837,152003663.6170213,Lucro alto
3165,Red Sparrow,2018,0.8660254037844387,-0.4999999999999998,140,69000000.0, English,6.626673457261692,6.779999999999999,6.6,6.779999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122648622.68907563,18.62483409900177,64665429.41176471,Lucro médio
3179,Divergent,2014,0.8660254037844387,-0.4999999999999998,139,85000000.0, English,6.428148148148148,6.6,6.449999999999999,6.6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,171437866.45962733,18.959731464229638,118642835.4037267,Lucro alto
3181,Speak No Evil,2022,1.0,6.123233995736766e-17,97,150000.0, Danish,6.564444444444444,6.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,263132.9787234043,12.480414805898356,103558.51063829788,Lucro baixo
3182,The Stranger,2022,-0.8660254037844386,0.5000000000000001,117,73600000.0, English,6.5270370370370365,6.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,326006319.5744681,19.602427324340844,247708447.23404256,Lucro alto
3183,Pirates of the Caribbean: On Stranger Tides,2011,0.49999999999999994,-0.8660254037844387,136,379000000.0, English,6.553265993265992,6.8,6.55,6.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,544642605.2083334,20.115640367256216,347246771.875,Lucro alto
3184,Jason Bourne,2016,-0.4999999999999997,-0.8660254037844388,123,120000000.0, English,6.555498575498575,6.959999999999999,6.6,6.959999999999999,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317685737.4045801,19.576573204950865,226082683.96946564,Lucro alto
3185,Lady Chatterley's Lover,2022,-0.8660254037844386,0.5000000000000001,126,68800000.0, English,6.572643097643097,6.599999999999999,6.6,6.599999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241346877.23404256,19.301745781242683,168155387.87234044,Lucro alto
3186,Lady Chatterley's Lover,2022,0.49999999999999994,-0.8660254037844387,126,88000000.0, English,6.591666666666665,6.599999999999999,6.6,6.599999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334933185.106383,19.62944162245342,241316163.82978725,Lucro alto
3187,Lady Chatterley's Lover,2022,-1.0,-1.8369701987210297e-16,126,102000000.0, English,6.534470899470898,6.599999999999999,6.6,6.599999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270509221.4893617,19.415816746203426,161998583.19148937,Lucro alto
3188,Anna,2019,-1.0,-1.8369701987210297e-16,118,30000000.0, French,6.567857142857143,6.433333333333334,6.5,6.433333333333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28794050.000000004,17.175679326539807,2478260.5263157897,Lucro baixo
3189,Anna,2019,-1.0,-1.8369701987210297e-16,118,4357373.0, French,6.567857142857143,6.433333333333334,6.5,6.433333333333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1052631.5789473685,13.866803852351826,-2769625.4385964912,Prejuízo
3190,The Other Guys,2010,-1.0,-1.8369701987210297e-16,107,100000000.0, English,6.572965399610136,7.05,6.6,7.05,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84205157.63546799,18.248766731914575,34944073.89162562,Lucro médio
3191,The Wonder,2022,-0.5000000000000004,0.8660254037844384,108,105000000.0, English,6.6359620009619995,6.6,6.6,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485066996.80851066,19.999797577111124,373364869.1489362,Lucro alto
3192,Venom,2018,-1.0,-1.8369701987210297e-16,112,116000000.0, English,6.658664021164021,6.5249999999999995,6.6,6.5249999999999995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,719395842.8571429,20.393922310584056,621916851.2605042,Lucro alto
3193,Venom,2018,-1.0,-1.8369701987210297e-16,112,25000000.0, English,6.658664021164021,6.5249999999999995,6.6,6.5249999999999995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,740962.1848739496,13.515704870417245,-20267441.17647059,Prejuízo
3194,Venom,2018,-0.8660254037844386,0.5000000000000001,112,116000000.0, English,6.52434710351377,6.5249999999999995,6.6,6.5249999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,719395842.8571429,20.393922310584056,621916851.2605042,Lucro alto
3195,Venom,2018,-0.8660254037844386,0.5000000000000001,112,25000000.0, English,6.52434710351377,6.5249999999999995,6.6,6.5249999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,740962.1848739496,13.515704870417245,-20267441.17647059,Prejuízo
3197,House of Gucci,2021,0.49999999999999994,0.8660254037844387,158,75000000.0, English,6.455185185185184,6.753846153846154,6.6,6.753846153846154,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,147474138.0,18.809163382777847,72474138.0,Lucro médio
3198,I'm Thinking of Ending Things,2020,-1.0,-1.8369701987210297e-16,134,110000000.0, English,6.617592592592592,6.6,6.6,6.6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,306180363.853211,19.539684910631248,205262932.66055048,Lucro alto
3199,The Tomorrow War,2021,-0.4999999999999997,-0.8660254037844388,138,200000000.0, English,6.554699074074073,6.766666666666667,6.6,6.766666666666667,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19220000.0,16.77146196150642,-180780000.0,Prejuízo
3200,Robin Hood,2010,0.49999999999999994,-0.8660254037844387,140,210000000.0, English,6.142636684303351,6.753846153846154,5.949999999999999,6.753846153846154,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158846800.98522168,18.883450779888545,55398525.12315272,Lucro médio
3201,Robin Hood,2010,0.49999999999999994,-0.8660254037844387,140,99000000.0, English,6.142636684303351,6.753846153846154,5.949999999999999,6.753846153846154,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41975375.36945813,17.552593703578975,-6793097.536945813,Prejuízo
3202,Robin Hood,2010,-1.0,-1.8369701987210297e-16,140,210000000.0, English,5.996296296296297,6.753846153846154,5.949999999999999,6.753846153846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158846800.98522168,18.883450779888545,55398525.12315272,Lucro médio
3203,Robin Hood,2010,-1.0,-1.8369701987210297e-16,140,99000000.0, English,5.996296296296297,6.753846153846154,5.949999999999999,6.753846153846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41975375.36945813,17.552593703578975,-6793097.536945813,Prejuízo
3204,Robin Hood,2010,0.8660254037844386,0.5000000000000001,140,210000000.0, English,6.2491301907968575,6.753846153846154,6.015,6.753846153846154,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,158846800.98522168,18.883450779888545,55398525.12315272,Lucro médio
3205,Robin Hood,2010,0.8660254037844386,0.5000000000000001,140,99000000.0, English,6.2491301907968575,6.753846153846154,6.015,6.753846153846154,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,41975375.36945813,17.552593703578975,-6793097.536945813,Prejuízo
3207,Bird Box,2018,-2.4492935982947064e-16,1.0,124,19800000.0, English,6.602486078736078,6.6,6.6,6.6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-inf,-16638655.462184874,Prejuízo
3208,The Hunger Games: Mockingjay - Part 1,2014,-0.5000000000000004,0.8660254037844384,123,125000000.0, English,6.553194444444444,6.779999999999999,6.7,6.779999999999999,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,476133621.7391304,19.981209090741135,398493870.1863354,Lucro alto
3209,Glass,2019,0.49999999999999994,0.8660254037844387,129,20000000.0, English,6.643364197530863,6.4,6.6,6.4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,216665823.68421054,19.19386674149002,199121964.03508773,Lucro alto
3211,This Is the End,2013,-0.4999999999999997,-0.8660254037844388,107,32000000.0, English,6.605555555555554,6.55,6.5,6.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73708375.43859649,18.115626993017507,54994925.14619883,Lucro médio
3212,Enola Holmes,2020,-1.0,-1.8369701987210297e-16,123,21000000.0, English,6.595433006535948,6.699999999999999,6.699999999999999,6.699999999999999,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,87334007.70642202,18.285250494856708,68067952.66055046,Lucro médio
3213,The Fate of the Furious,2017,0.8660254037844387,-0.4999999999999998,136,250000000.0, English,6.434832683560753,6.666666666666667,6.6,6.666666666666667,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1005450240.6504065,20.728701278782292,802198208.1300813,Lucro alto
3214,Ender's Game,2013,-2.4492935982947064e-16,1.0,114,110000000.0, English,6.629973544973544,6.949999999999999,6.6,6.949999999999999,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,74844025.14619884,18.130916841277696,10516539.766081871,Lucro médio
3216,Happy Death Day,2017,0.49999999999999994,0.8660254037844387,96,5000000.0, English,6.4740079365079355,6.083333333333333,6.5,6.083333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,101634357.72357723,18.43689220251387,97569317.07317074,Lucro alto
3217,The Green Knight,2021,-0.4999999999999997,-0.8660254037844388,130,15000000.0, English,6.681984126984126,6.7,6.6,6.7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20022491.0,16.812366749685555,5022491.0,Lucro baixo
3220,Elysium,2013,-0.8660254037844385,-0.5000000000000004,109,120000000.0, English,6.500806878306879,6.699999999999999,6.6,6.699999999999999,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167363795.90643275,18.935680419668902,97188357.30994152,Lucro alto
3222,The Amazing Spider-Man 2,2014,0.8660254037844387,-0.4999999999999998,142,200000000.0, English,6.819828042328043,6.85,6.75,6.85,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,440370395.03105587,19.903126737644644,316146792.54658383,Lucro alto
3225,You're Next,2011,-0.8660254037844385,-0.5000000000000004,95,1000000.0, English,6.403333333333332,6.15,6.6,6.15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14003738.020833334,16.454834853429073,13482904.6875,Lucro médio
3227,The Invitation,2015,-0.8660254037844385,-0.5000000000000004,100,1000000.0, English,5.962962962962963,6.466666666666666,5.949999999999999,6.466666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,244714.4827586207,12.407847433452222,-444940.6896551724,Prejuízo
3228,The Invitation,2015,-0.8660254037844385,-0.5000000000000004,100,1000000.0, English,6.011087962962963,6.466666666666666,5.949999999999999,6.466666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,244714.4827586207,12.407847433452222,-444940.6896551724,Prejuízo
3232,The Bourne Legacy,2012,-0.8660254037844385,-0.5000000000000004,135,125000000.0, English,6.697222222222222,6.6,6.6,6.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,154892773.48066297,18.85824365149484,85832000.0,Lucro médio
3233,Burnt,2015,-0.8660254037844386,0.5000000000000001,101,20000000.0, English,6.5129320987654316,6.6,6.604166666666666,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25356064.137931034,17.048528475880197,11562960.689655174,Lucro médio
3234,Causeway,2022,-0.8660254037844386,0.5000000000000001,94,75500000.0, English,6.578291245791245,6.6,6.6,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542261788.2978724,20.111259447034538,461942639.36170214,Lucro alto
3237,Nymphomaniac: Vol. II,2013,-2.4492935982947064e-16,1.0,124,52600004.0, English,6.684645061728394,6.833333333333333,6.6,6.833333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885804.0935672517,14.87531413436506,-27874432.16374269,Prejuízo
3239,John Carter,2012,1.0,6.123233995736766e-17,132,263700000.0, English,6.5997023809523805,6.6,6.6,6.6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,156230994.47513813,18.86684620382349,10540386.740331491,Lucro médio
3240,Prince of Persia: The Sands of Time,2010,0.49999999999999994,-0.8660254037844387,116,200000000.0, English,6.543888888888889,6.3999999999999995,6.6,6.3999999999999995,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,165697377.3399015,18.92567365450992,67175209.85221675,Lucro médio
3241,Mamma Mia! Here We Go Again,2018,-0.4999999999999997,-0.8660254037844388,114,75000000.0, English,6.417169312169311,6.35,6.6,6.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,331970341.1764706,19.62055618908445,268945131.09243697,Lucro alto
3243,Project X,2012,1.0,6.123233995736766e-17,88,12000000.0, English,6.537777777777778,6.35,6.6,6.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56921650.82872928,17.857186333378312,50291816.57458563,Lucro médio
3244,Jungle Cruise,2021,-0.4999999999999997,-0.8660254037844388,127,200000000.0, English,6.573011695906432,6.575,6.6,6.575,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,210469803.0,19.164852747114537,10469803.0,Lucro médio
3245,Empire of Light,2022,1.0,6.123233995736766e-17,115,6660004.0, English,6.643131313131313,7.35,6.6,7.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5586541.489361702,15.535870957660237,-1498569.1489361704,Prejuízo
3246,Hush,2016,1.0,6.123233995736766e-17,82,1000000.0, English,6.2305,6.55,6.2,6.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-inf,-763358.7786259542,Prejuízo
3247,Hunter Killer,2018,-0.5000000000000004,0.8660254037844384,121,40000000.0, English,6.518019943019942,6.6,6.6,6.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24632034.453781515,17.01955836732622,-8981410.924369749,Prejuízo
3248,Disobedience,2017,1.2246467991473532e-16,-1.0,114,6000000.0, English,6.566666666666666,6.6,6.6,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84731162.60162602,18.254994009331853,79853113.82113822,Lucro médio
3249,Focus,2015,1.0,6.123233995736766e-17,105,65000000.0, English,6.562713166463166,7.0,6.6,7.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,115907379.31034483,18.56830197591512,71079793.10344827,Lucro médio
3250,Safe Haven,2013,0.8660254037844386,0.5000000000000001,115,28000000.0, English,6.5625,6.840000000000001,6.6,6.840000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55000556.14035088,17.822853854788367,38626287.134502925,Lucro médio
3251,Anna Karenina,2012,0.8660254037844386,0.5000000000000001,129,49000000.0, English,6.594444444444444,6.433333333333334,6.6,6.433333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39229075.690607734,17.484928756618533,12157252.486187845,Lucro médio
3252,The Lost City of Z,2016,-0.8660254037844385,-0.5000000000000004,141,30000000.0, English,6.678611111111111,6.533333333333334,6.6,6.533333333333334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14777163.358778626,16.508593530759946,-8123600.0,Prejuízo
3253,The Lego Movie 2: The Second Part,2019,1.0,6.123233995736766e-17,107,99000000.0, English,6.513703703703704,6.449999999999999,6.6,6.449999999999999,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,168821307.01754388,18.9443513585675,81979201.75438598,Lucro médio
3254,The Harder They Fall,2021,-0.5000000000000004,0.8660254037844384,139,128500000.0, English,6.608935185185185,6.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,423482425.2,19.864022572257852,294982425.2,Lucro alto
3256,Devotion,2022,0.49999999999999994,0.8660254037844387,139,90000000.0, English,6.627777777777776,6.6,6.6,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21276595.74468085,16.87311823523635,-74468085.10638298,Prejuízo
3258,Avengement,2019,1.2246467991473532e-16,-1.0,87,2400000.0, English,6.447222222222221,6.133333333333333,6.6,6.133333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212502339.12280703,19.1744635539049,210397075.9649123,Lucro alto
3260,Machete,2010,-0.5000000000000004,0.8660254037844384,105,12500000.0, English,6.370617283950616,6.2875,6.6,6.2875,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22842842.364532024,16.944148381792587,16685206.896551726,Lucro médio
3261,Stillwater,2021,-0.4999999999999997,-0.8660254037844388,139,20000000.0, English,6.600422478755811,6.833333333333333,6.6,6.833333333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19754272.0,16.79888032971858,-245728.0,Prejuízo
3262,Operation Mincemeat,2021,0.49999999999999994,-0.8660254037844387,128,6300000.0, English,6.671613756613756,7.1000000000000005,6.6,7.1000000000000005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15607881.0,16.563286536960785,9307881.0,Lucro médio
